tweet,brand_product,sentiment,tweet_tokens,hashtag_count,mention_count,weblink_count,tweet_length,punct_count
This schedule is heavier than my laptop. Where's my ipad already? #sxsw,iPad,1,"['schedule', 'heavier', 'laptop', 'wheres', 'ipad', 'already', 'sxsw']",1,0,0,12,3
"#sxsw hardware. iPad #rickshaw bag, #lunatik, #incase iPhone4 battery pak, flip, Nike+, Bose buds, sprint mifi, _ {link}",iPad,0,"['sxsw', 'hardware', 'ipad', 'rickshaw', 'bag', 'lunatik', 'incase', 'iphone4', 'battery', 'pak', 'flip', 'nike', 'bose', 'bud', 'sprint', 'mifi', 'link']",4,0,1,17,10
"Kinda giddy about #TheIndustryParty with #Google (& more) at #GSDM. Finally, the fun comes to us non #SWSurrogates. #sxsw #notpouting",Google,1,"['kinda', 'giddy', 'theindustryparty', 'google', 'gsdm', 'finally', 'fun', 'come', 'u', 'non', 'swsurrogates', 'sxsw', 'notpouting']",6,0,0,19,6
Google body beta uber #SXSW #health2dev #cool,Other Google product or service,1,"['google', 'body', 'beta', 'uber', 'sxsw', 'health2dev', 'cool']",3,0,0,7,0
"We're ready for you @mention ! This is where the magic happens- @mention us, use the #zazzlesxsw hashtag and create your own iPhone case! #sxsw",iPhone,0,"['ready', 'mention', 'magic', 'happens', 'mention', 'u', 'use', 'zazzlesxsw', 'hashtag', 'create', 'iphone', 'case', 'sxsw']",2,2,0,24,5
"Can anybody get the #SXSW mobile apps to work? I've downloaded Android, iPhone and BlackBerry and they all get stuck downloading on startup.",iPad or iPhone App,0,"['anybody', 'get', 'sxsw', 'mobile', 'apps', 'work', 'ive', 'downloaded', 'android', 'iphone', 'blackberry', 'get', 'stuck', 'downloading', 'startup']",1,0,0,23,4
i'm already jealous // @mention Apple does a popup store just for #sxsw {link} #gonnagetanipad2,Apple,1,"['im', 'already', 'jealous', 'mention', 'apple', 'popup', 'store', 'sxsw', 'link', 'gonnagetanipad2']",2,1,1,14,3
Can already tell i should have brought as ass pillow and iPhone backup charger to #sxsw #numbassonfloor,iPhone,1,"['already', 'tell', 'brought', 'as', 'pillow', 'iphone', 'backup', 'charger', 'sxsw', 'numbassonfloor']",2,0,0,17,0
Can anybody tell me if Apple store at #SXSW has White 16GB iPad Verizon in stock? They were out on Saturday.,iPad,0,"['anybody', 'tell', 'apple', 'store', 'sxsw', 'white', '16gb', 'ipad', 'verizon', 'stock', 'saturday']",1,0,0,21,2
Google Body. @mention shares how patients & physicians can wow each other by sharing data & interactive anatomy #sxswh #hcinno #sxsw #sxswi,Google,0,"['google', 'body', 'mention', 'share', 'patient', 'physician', 'wow', 'sharing', 'data', 'interactive', 'anatomy', 'sxswh', 'hcinno', 'sxsw', 'sxswi']",4,1,0,20,3
Taking the #iPad 2 plunge at the #SXSW pop-up store on Congress. #keepingupwithDKM,iPad,0,"['taking', 'ipad', '2', 'plunge', 'sxsw', 'popup', 'store', 'congress', 'keepingupwithdkm']",3,0,0,13,2
"#sxsw WAZE {link} is duking it out with google re: personalized mapping experience. Friendly ""panel crashing""",Google,0,"['sxsw', 'waze', 'link', 'duking', 'google', 'personalized', 'mapping', 'experience', 'friendly', 'panel', 'crashing']",1,0,1,16,4
Find where @mention is playing at #SXSW on the #eventseekr app for Android. We got u! {link},Android App,1,"['find', 'mention', 'playing', 'sxsw', 'eventseekr', 'app', 'android', 'got', 'u', 'link']",2,1,1,17,2
"Off to see @mention in ""Left Brain Search = Google. Right Brain Search = X"" panel at #SXSW #BetterSearch",Google,1,"['see', 'mention', 'left', 'brain', 'search', 'google', 'right', 'brain', 'search', 'x', 'panel', 'sxsw', 'bettersearch']",2,1,0,17,5
Srsly love @mention @mention promo @mention Srsly hate that it excludes @mention Esp. since my iPad insists I'm at Disney #sxsw,iPad,0,"['srsly', 'love', 'mention', 'mention', 'promo', 'mention', 'srsly', 'hate', 'excludes', 'mention', 'esp', 'since', 'ipad', 'insists', 'im', 'disney', 'sxsw']",1,4,0,21,2
"The Google / ACLU party tonight at #sxsw is the best thing ever. (And apparently, the Spazmatics are a franchised band. But they rock.)",Google,1,"['google', 'aclu', 'party', 'tonight', 'sxsw', 'best', 'thing', 'ever', 'apparently', 'spazmatics', 'franchised', 'band', 'rock']",1,0,0,23,7
"Really the ""google me"" is now going to be called ""Circle"" hmm we will see later today at #sxsw",Google,0,"['really', 'google', 'going', 'called', 'circle', 'hmm', 'see', 'later', 'today', 'sxsw']",1,0,0,19,4
"New Google #Circles Would Have More Nuanced Sharing, But#Google Says No Launch Imminent {link} -- later today at #SXSW ?",Google,0,"['new', 'google', 'circle', 'would', 'nuanced', 'sharing', 'butgoogle', 'say', 'launch', 'imminent', 'link', 'later', 'today', 'sxsw', '']",3,0,1,18,4
"Only white #ipad2 64gig wifi available at #Austin #SXSW #Apple popup store right now, but no wait!",iPad,1,"['white', 'ipad2', '64gig', 'wifi', 'available', 'austin', 'sxsw', 'apple', 'popup', 'store', 'right', 'wait']",4,0,0,17,2
"Temp store #sxsw @mention Apple Store, SXSW {link}",Apple,0,"['temp', 'store', 'sxsw', 'mention', 'apple', 'store', 'sxsw', 'link']",1,1,1,8,1
"#dgtltribe #sxsw #openbeta6 iPad give-away, fantastic! now how are we going to squeeze that in...",iPad,1,"['dgtltribe', 'sxsw', 'openbeta6', 'ipad', 'giveaway', 'fantastic', 'going', 'squeeze']",3,0,0,15,6
"To service #SxSW attendees, #Apple opens popup #iPad store in Austin at Scarbrough Building on Congress Avenue",iPad,0,"['service', 'sxsw', 'attendee', 'apple', 'open', 'popup', 'ipad', 'store', 'austin', 'scarbrough', 'building', 'congress', 'avenue']",3,0,0,17,1
Loving the 80s music at aclu google party!!! #sxsw,Google,1,"['loving', '80', 'music', 'aclu', 'google', 'party', 'sxsw']",1,0,0,9,3
sure to be a total scene! RT @mention Just spoke with the Austin Apple store. They are cautiously optimistic. #nerd #sxsw,Apple,1,"['sure', 'total', 'scene', 'rt', 'mention', 'spoke', 'austin', 'apple', 'store', 'cautiously', 'optimistic', 'nerd', 'sxsw']",2,1,0,21,3
Or all the above? RT @mention setting up temp store at #SXSW 2 sell #iPad2- Crazy?Brilliant?Convenient? {link} #SXSWi,iPad,0,"['rt', 'mention', 'setting', 'temp', 'store', 'sxsw', '2', 'sell', 'ipad2', 'crazybrilliantconvenient', 'link', 'sxswi']",3,1,1,18,5
"One minute ago, the guy I spoke outside Apple's pop-up Austin store would have got his hands on an iPad 2. He waited since 6.30am... #sxsw",iPad,0,"['one', 'minute', 'ago', 'guy', 'spoke', 'outside', 'apple', 'popup', 'austin', 'store', 'would', 'got', 'hand', 'ipad', '2', 'waited', 'since', '630am', 'sxsw']",1,0,0,26,8
"Add google alerts to your project, and amazing things happen...#sxsw",Other Google product or service,1,"['add', 'google', 'alert', 'project', 'amazing', 'thing', 'happensxsw']",1,0,0,10,4
"HBD! If we all donated a dime... RT @mention everyone coming to #SXSW, a friendly reminder that iPad 2 out Friday & my birthday is Saturday",iPad,0,"['hbd', 'donated', 'dime', 'rt', 'mention', 'everyone', 'coming', 'sxsw', 'friendly', 'reminder', 'ipad', '2', 'friday', 'birthday', 'saturday']",1,1,0,25,6
Looks like all the apps for #SXSW are for the #iPhone. What about the #blackberry? The blackberry??? {link} (rt @mention,iPhone,1,"['look', 'like', 'apps', 'sxsw', 'iphone', 'blackberry', 'blackberry', 'link', 'rt', 'mention']",3,1,1,20,6
Even I use an iPhone now. RT @mention From evidence at #SxSW they might as well call this country the United States of Apple. #sxswsa,iPhone,1,"['even', 'use', 'iphone', 'rt', 'mention', 'evidence', 'sxsw', 'might', 'well', 'call', 'country', 'united', 'state', 'apple', 'sxswsa']",2,1,0,25,2
Test Drive an Xperia Play with @mention and @mention details here: {link} (at least some of them) #Android #sxsw,Android,0,"['test', 'drive', 'xperia', 'play', 'mention', 'mention', 'detail', 'link', 'least', 'android', 'sxsw']",2,2,1,19,3
"Any Google Analytics and DFP experts at #SXSW? Would love some insight on managing DFP campaigns, ad management/measurement. DM me! #HISXSW",Google,1,"['google', 'analytics', 'dfp', 'expert', 'sxsw', 'would', 'love', 'insight', 'managing', 'dfp', 'campaign', 'ad', 'managementmeasurement', 'dm', 'hisxsw']",2,0,0,21,5
New iPhone app from @mention called DailyGrape - replacing WineLibrary TV with mobile content & videos. Help to make wine choices #sxsw,iPad or iPhone App,0,"['new', 'iphone', 'app', 'mention', 'called', 'dailygrape', 'replacing', 'winelibrary', 'tv', 'mobile', 'content', 'video', 'help', 'make', 'wine', 'choice', 'sxsw']",1,1,0,20,3
Ellen Page appearance reduced to @mention iphone call. Hearts. Broken. #sxsw #super,iPhone,0,"['ellen', 'page', 'appearance', 'reduced', 'mention', 'iphone', 'call', 'heart', 'broken', 'sxsw', 'super']",2,1,0,12,3
Liking the Apple pop-up store at Sixth Street and Congress Avenue @mention #SXSW,Apple,1,"['liking', 'apple', 'popup', 'store', 'sixth', 'street', 'congress', 'avenue', 'mention', 'sxsw']",1,1,0,13,1
I wish the apple store employees cheering for all the people in line at the pop up apple store would cheer me on while I do timesheets #SXSW,Apple,1,"['wish', 'apple', 'store', 'employee', 'cheering', 'people', 'line', 'pop', 'apple', 'store', 'would', 'cheer', 'timesheets', 'sxsw']",1,0,0,28,0
"OMG, There are probably 100 people in this session who already have an iPad 2 #sxsw",iPad,0,"['omg', 'probably', '100', 'people', 'session', 'already', 'ipad', '2', 'sxsw']",1,0,0,16,1
Fail Whale artist @mention living through the iPad 2 #sxsw {link},iPad,1,"['fail', 'whale', 'artist', 'mention', 'living', 'ipad', '2', 'sxsw', 'link']",1,1,1,11,0
I won't be at #sxsw and I won't be in line to buy iPad 2.0 tomorrow. #notwinning.,iPad,0,"['wont', 'sxsw', 'wont', 'line', 'buy', 'ipad', '20', 'tomorrow', 'notwinning']",2,0,0,17,5
I'm unique at #SXSW because I'm the only one w/ an iPhone 3GS. All the others followers have the iPhone 4. #winning,iPhone,0,"['im', 'unique', 'sxsw', 'im', 'one', 'w', 'iphone', '3gs', 'others', 'follower', 'iphone', '4', 'winning']",2,0,0,22,5
"If you are at #SXSW stop by the Austin Details Gallery to check out some #iPad art
{link} #Art",iPad,0,"['sxsw', 'stop', 'austin', 'detail', 'gallery', 'check', 'ipad', 'art', 'link', 'art']",3,0,1,19,0
"If you are at #SXSW, you'll need a QR Code app on your #iPhone that can read #vCards. Get Qrafter -> {link} #QRCode",iPhone,0,"['sxsw', 'youll', 'need', 'qr', 'code', 'app', 'iphone', 'read', 'vcards', 'get', 'qrafter', 'link', 'qrcode']",4,0,1,22,5
"Which line at #SXSW will be longer? 3/11 at the temp Apple store for the iPad2? Or 3/14 at the Microsoft booth for IE9? [Yeah, right!] :D",Apple,1,"['line', 'sxsw', 'longer', '311', 'temp', 'apple', 'store', 'ipad2', '314', 'microsoft', 'booth', 'ie9', 'yeah', 'right']",1,0,0,27,10
Short line at the Apple pop up store in Austin. 50-60 people. #ipad2 #sxsw {link},Apple,1,"['short', 'line', 'apple', 'pop', 'store', 'austin', '5060', 'people', 'ipad2', 'sxsw', 'link']",2,0,1,15,3
Whoa! line at the pop up apple store in downtown austin. iPad midnight madness. #sxsw {link},iPad,1,"['whoa', 'line', 'pop', 'apple', 'store', 'downtown', 'austin', 'ipad', 'midnight', 'madness', 'sxsw', 'link']",1,0,1,16,3
"New Iphone autocorrect already tried to change ""coworkers"" to ""visigoths."" Its going to be a long five days of #sxsw",iPhone,0,"['new', 'iphone', 'autocorrect', 'already', 'tried', 'change', 'coworkers', 'visigoth', 'going', 'long', 'five', 'day', 'sxsw']",1,0,0,20,5
I'm at the Barton Creek Apple Store.The pop-up store will how open until Friday w/a new shipment of iPad 2. #sxsw,iPad,0,"['im', 'barton', 'creek', 'apple', 'storethe', 'popup', 'store', 'open', 'friday', 'wa', 'new', 'shipment', 'ipad', '2', 'sxsw']",1,0,0,21,5
Ah! iPhone battery fully recharged courtesy of @mention Charge Anywhere. Find @mention or I at #SXSW & charge up on the fly!,iPhone,0,"['ah', 'iphone', 'battery', 'fully', 'recharged', 'courtesy', 'mention', 'charge', 'anywhere', 'find', 'mention', 'sxsw', 'charge', 'fly']",1,2,0,21,4
The iPhone battery was not made for @mention #sxsw,iPhone,0,"['iphone', 'battery', 'made', 'mention', 'sxsw']",1,1,0,9,0
There have been two days in the last 6 months when mobile usage of google maps was higher than desktop. - Marissa Mayer #sxsw,Google,0,"['two', 'day', 'last', '6', 'month', 'mobile', 'usage', 'google', 'map', 'higher', 'desktop', 'marissa', 'mayer', 'sxsw']",1,0,0,23,2
What's the best iPad app for (offline) viewing of the #sxsw program?,iPad or iPhone App,0,"['whats', 'best', 'ipad', 'app', 'offline', 'viewing', 'sxsw', 'program']",1,0,0,12,4
One of the best photo apps for the iPhone  Hipstamatic  is getting ... #apps #sxsw #hipstamatic {link},iPad or iPhone App,1,"['one', 'best', 'photo', 'apps', 'iphone', 'hipstamatic', 'getting', 'apps', 'sxsw', 'hipstamatic', 'link']",3,0,1,16,3
Now at the better living through cloud computing #SXSW session with John Wiley from Google #bettercloud,Google,0,"['better', 'living', 'cloud', 'computing', 'sxsw', 'session', 'john', 'wiley', 'google', 'bettercloud']",2,0,0,16,0
Now at the better living through cloud computing #SXSW session with John Wiley from Google #bettercloud{link} {link},Google,0,"['better', 'living', 'cloud', 'computing', 'sxsw', 'session', 'john', 'wiley', 'google', 'bettercloudlink', 'link']",2,0,2,17,0
"Smartphone breakdown at #sxsw (unofficial) - 98.5% iPhones, 1% Android, .03% Blackberry, .02% Symbian / Windows / Other",iPhone,0,"['smartphone', 'breakdown', 'sxsw', 'unofficial', '985', 'iphones', '1', 'android', '03', 'blackberry', '02', 'symbian', 'window']",1,0,0,15,15
Smart move by Apple opening popup store for #iPad2 launch in downtown Austin during #SXSW. {link},Apple,1,"['smart', 'move', 'apple', 'opening', 'popup', 'store', 'ipad2', 'launch', 'downtown', 'austin', 'sxsw', 'link']",2,0,1,16,1
FourSquare CEO @mention sounded open-minded to a big partnership with Google (i.e. acquisition) #sxsw #wallstreet,Google,0,"['foursquare', 'ceo', 'mention', 'sounded', 'openminded', 'big', 'partnership', 'google', 'ie', 'acquisition', 'sxsw', 'wallstreet']",2,1,0,15,5
Sweet! The convore iPhone app is ready for #sxsw : {link},iPad or iPhone App,1,"['sweet', 'convore', 'iphone', 'app', 'ready', 'sxsw', 'link']",1,0,1,10,2
"Guy on the couch playing with his white iPad 2 while MashBash parties around him is making a statement, dammit. #sxsw",iPad,1,"['guy', 'couch', 'playing', 'white', 'ipad', '2', 'mashbash', 'party', 'around', 'making', 'statement', 'dammit', 'sxsw']",1,0,0,21,2
Yes! apple design wins again! RT @mention The new iSack is SOO Cool! #sxsw {link},Apple,1,"['yes', 'apple', 'design', 'win', 'rt', 'mention', 'new', 'isack', 'soo', 'cool', 'sxsw', 'link']",1,1,1,15,3
The iPhone developer meetup was packed! #SXSW,iPhone,0,"['iphone', 'developer', 'meetup', 'packed', 'sxsw']",1,0,0,7,1
Can Google do social? We may shortly find out RT @mention Google to Launch Major New Social Network Called Circles at #SXSW {link},Google,0,"['google', 'social', 'may', 'shortly', 'find', 'rt', 'mention', 'google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'sxsw', 'link']",1,1,1,23,1
#sxsw five faces buried in iphone social apps while standing at a bar...yet having a great time. I wouldn't believe it if I hadnt lived it.,iPhone,0,"['sxsw', 'five', 'face', 'buried', 'iphone', 'social', 'apps', 'standing', 'baryet', 'great', 'time', 'wouldnt', 'believe', 'hadnt', 'lived']",1,0,0,26,6
This Apple Fanboy just bought an iPad 2 - sweeeet! At #SXSW special Apple pop-up store,iPad,1,"['apple', 'fanboy', 'bought', 'ipad', '2', 'sweeeet', 'sxsw', 'special', 'apple', 'popup', 'store']",1,0,0,15,3
"Hey, Apple fans! Get a peek at the space that's slated to be a pop-up #SXSW Apple Store tomorrow: {link}",Apple,1,"['hey', 'apple', 'fan', 'get', 'peek', 'space', 'thats', 'slated', 'popup', 'sxsw', 'apple', 'store', 'tomorrow', 'link']",1,0,1,20,5
New circle game? RT @mention @mention Google (tries again) to launch new social network called Circles: {link} #sxsw,Other Google product or service,0,"['new', 'circle', 'game', 'rt', 'mention', 'mention', 'google', 'try', 'launch', 'new', 'social', 'network', 'called', 'circle', 'link', 'sxsw']",1,2,1,18,4
Can Google get social in Texas? {link} #SXSW #google,Google,0,"['google', 'get', 'social', 'texas', 'link', 'sxsw', 'google']",2,0,1,9,1
Can Google get social in Texas? {link} #ChrisMessina #facebook #google #GoogleCircles #SXSW #TWITTER,Google,0,"['google', 'get', 'social', 'texas', 'link', 'chrismessina', 'facebook', 'google', 'googlecircles', 'sxsw', 'twitter']",6,0,1,13,1
"For anyone going to #SXSW for the first time, free Lonely Planet Austin guide for iphone tinyurl.com/6gjmypj",iPhone,0,"['anyone', 'going', 'sxsw', 'first', 'time', 'free', 'lonely', 'planet', 'austin', 'guide', 'iphone', 'tinyurlcom6gjmypj']",1,0,0,17,3
"If you are going to #SXSW, you'll need a QR Code app on your #iPhone that can read #vCards. Get Qrafter -> {link} #QRCode",iPhone,0,"['going', 'sxsw', 'youll', 'need', 'qr', 'code', 'app', 'iphone', 'read', 'vcards', 'get', 'qrafter', 'link', 'qrcode']",4,0,1,23,5
"If you are going to be on foot at #SXSW, don't forget to stop by the newest Apple store in Austin: {link}",Apple,1,"['going', 'foot', 'sxsw', 'dont', 'forget', 'stop', 'newest', 'apple', 'store', 'austin', 'link']",1,0,1,22,3
One of the Google Doodle guys has a wacky powerglove thing that I want to play with. #SXSW {link},Google,0,"['one', 'google', 'doodle', 'guy', 'wacky', 'powerglove', 'thing', 'want', 'play', 'sxsw', 'link']",1,0,1,19,1
"looks like google is publicly denying that ""circles"" will be presented at #sxsw today.",Google,0,"['look', 'like', 'google', 'publicly', 'denying', 'circle', 'presented', 'sxsw', 'today']",1,0,0,14,3
On average Google Maps sees 40% of its users come from mobile devices. We are becoming more connected (@mention #SXSW #donline ^DK,Google,0,"['average', 'google', 'map', 'see', '40', 'user', 'come', 'mobile', 'device', 'becoming', 'connected', 'mention', 'sxsw', 'donline', 'dk']",2,1,0,22,4
"Got in the Google party not before being interviewed by Twit TV, finally ran into @mention #sxsw",Google,1,"['got', 'google', 'party', 'interviewed', 'twit', 'tv', 'finally', 'ran', 'mention', 'sxsw']",1,1,0,17,1
I'm at the google party. @mention Rocks! #sxsw,Google,1,"['im', 'google', 'party', 'mention', 'rock', 'sxsw']",1,1,0,8,3
Here's the guy who bought the first #iPad2 at the #SXSW popup store (hope he registers for his Thoora beta!) {link},iPad,1,"['here', 'guy', 'bought', 'first', 'ipad2', 'sxsw', 'popup', 'store', 'hope', 'register', 'thoora', 'beta', 'link']",2,0,1,21,4
"With XWave headsets, we can actually control iPhone apps with our brain!? #SxSWNUI #gsdm #sxsw",iPad or iPhone App,1,"['xwave', 'headset', 'actually', 'control', 'iphone', 'apps', 'brain', 'sxswnui', 'gsdm', 'sxsw']",3,0,0,15,3
"Man, these hipsters are getting crazy at the Google party #SXSW {link}",Google,1,"['man', 'hipster', 'getting', 'crazy', 'google', 'party', 'sxsw', 'link']",1,0,1,12,1
"New update HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry & Android {link}",iPhone,0,"['new', 'update', 'hootsuite', 'mobile', 'sxsw', 'update', 'iphone', 'blackberry', 'android', 'link']",1,0,1,12,3
What Apple hopes you didn't notice about iPad 2 {link} #sxsw #sxswi #technology #mobile #prodmktg,iPad,0,"['apple', 'hope', 'didnt', 'notice', 'ipad', '2', 'link', 'sxsw', 'sxswi', 'technology', 'mobile', 'prodmktg']",5,0,1,15,1
Inevitable huge lines for iPads at Austin Apple store #sxsw {link},iPad,0,"['inevitable', 'huge', 'line', 'ipads', 'austin', 'apple', 'store', 'sxsw', 'link']",1,0,1,11,0
Looks like I was an hour late for getting an ipad. #SXSW #sadpanda,iPad,0,"['look', 'like', 'hour', 'late', 'getting', 'ipad', 'sxsw', 'sadpanda']",2,0,0,13,1
"If someone in Austin will let me borrow their iPhone charger for a short time, I will heart you for a long time. #sxsw",iPhone,0,"['someone', 'austin', 'let', 'borrow', 'iphone', 'charger', 'short', 'time', 'heart', 'long', 'time', 'sxsw']",1,0,0,24,2
Sorry some in Austin are taking advantage. @mention @mention we paid $30 to the apple popup from the pepsi stand #SXSW #pedicabs,Apple,0,"['sorry', 'austin', 'taking', 'advantage', 'mention', 'mention', 'paid', '30', 'apple', 'popup', 'pepsi', 'stand', 'sxsw', 'pedicab']",2,2,0,22,2
200 people in line at pop up Apple store at #sxsw,Apple,0,"['200', 'people', 'line', 'pop', 'apple', 'store', 'sxsw']",1,0,0,11,0
I would be interested to hear recomds RT @mention recommends using google voice to separate work from life #evolvingworkplace #sxsw,Other Google product or service,1,"['would', 'interested', 'hear', 'recomds', 'rt', 'mention', 'recommends', 'using', 'google', 'voice', 'separate', 'work', 'life', 'evolvingworkplace', 'sxsw']",2,1,0,20,0
And for de Ipad :D?? RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW {link},iPhone,0,"['de', 'ipad', 'rt', 'mention', 'new', 'ubersocial', 'iphone', 'app', 'store', 'includes', 'uberguide', 'sxsw', 'link']",3,1,1,21,3
Win a free iPad 2 from webdoc.com #sxsw RT,iPad,0,"['win', 'free', 'ipad', '2', 'webdoccom', 'sxsw', 'rt']",1,0,0,9,1
Win a free ipad 2 from webdoc.com #sxsw RT (awesome tech right here),iPad,1,"['win', 'free', 'ipad', '2', 'webdoccom', 'sxsw', 'rt', 'awesome', 'tech', 'right']",1,0,0,13,3
"Inside the iPad 2: chip brings 50% browsing boost: RT @mention Best Hungry at #sxsw Tip: Mekong River, g... {link}",iPad,1,"['inside', 'ipad', '2', 'chip', 'brings', '50', 'browsing', 'boost', 'rt', 'mention', 'best', 'hungry', 'sxsw', 'tip', 'mekong', 'river', 'g', 'link']",1,1,1,20,8
OMG...free iPad 2s in Salon H! One am! #SXSW!,iPad,1,"['omgfree', 'ipad', '2', 'salon', 'h', 'one', 'sxsw']",1,0,0,9,6
"Would love ipad2 and to be at #sxsw RT @mention After you get your food, don't forget to snap a photo to win a MacBook air, iPad 2",iPad,1,"['would', 'love', 'ipad2', 'sxsw', 'rt', 'mention', 'get', 'food', 'dont', 'forget', 'snap', 'photo', 'win', 'macbook', 'air', 'ipad', '2']",1,1,0,28,3
"the future is about networks, not just data. that's why google may not win long term #SXSW #web3 #SaatchiNY",Google,0,"['future', 'network', 'data', 'thats', 'google', 'may', 'win', 'long', 'term', 'sxsw', 'web3', 'saatchiny']",3,0,0,19,3
So #google is going to try #socialnetworking again with #googlecircles to be announced today at #sxsw We shall see...,Google,0,"['google', 'going', 'try', 'socialnetworking', 'googlecircles', 'announced', 'today', 'sxsw', 'shall', 'see']",4,0,0,19,3
"Then there is hope I too may someday keynote SWSX! RT @mention Bored during keynote #sxsw, but have an iPad {link}",iPad,1,"['hope', 'may', 'someday', 'keynote', 'swsx', 'rt', 'mention', 'bored', 'keynote', 'sxsw', 'ipad', 'link']",1,1,1,21,2
The volume is overwhelming but the market will self-police. That's why users picked Google over Bing. #curatedebate #SXSW,Google,1,"['volume', 'overwhelming', 'market', 'selfpolice', 'thats', 'user', 'picked', 'google', 'bing', 'curatedebate', 'sxsw']",2,0,0,18,4
"seems like just about every iphone app has a new update this week, guess its the #SXSW Factor",iPad or iPhone App,0,"['seems', 'like', 'every', 'iphone', 'app', 'new', 'update', 'week', 'guess', 'sxsw', 'factor']",1,0,0,18,1
"Did Google just buy Foursquare? ""I don't know...that's an interesting question,"" said Foursquare CEO Crowley. ?????????? #sxsw",Google,0,"['google', 'buy', 'foursquare', 'dont', 'knowthats', 'interesting', 'question', 'said', 'foursquare', 'ceo', 'crowley', 'sxsw']",1,0,0,16,20
Is #Google launching a new social network today? #SXSW #socialmedia {link},Google,0,"['google', 'launching', 'new', 'social', 'network', 'today', 'sxsw', 'socialmedia', 'link']",3,0,1,11,1
Why are we leaning on web conventions like small buttons on the iPad? #UXDes #sxsw,iPad,0,"['leaning', 'web', 'convention', 'like', 'small', 'button', 'ipad', 'uxdes', 'sxsw']",2,0,0,15,1
So far the longest line at #sxsw has been at the Apple store.,Apple,0,"['far', 'longest', 'line', 'sxsw', 'apple', 'store']",1,0,0,13,1
The Google map app saves my life on a regular basis RT @mention maps has 150 million users. 40% of users are mobile #sxsw,Other Google product or service,1,"['google', 'map', 'app', 'save', 'life', 'regular', 'basis', 'rt', 'mention', 'map', '150', 'million', 'user', '40', 'user', 'mobile', 'sxsw']",1,1,0,24,2
"Think i've messed up my Mexican IPhone by trying to update software for #sxsw app. Fittingly, the screen is stuck in 911 mode.",iPhone,0,"['think', 'ive', 'messed', 'mexican', 'iphone', 'trying', 'update', 'software', 'sxsw', 'app', 'fittingly', 'screen', 'stuck', '911', 'mode']",1,0,0,23,4
"one of the most in-your-face ex. of stealing the show in yrs RT @mention ""At #SXSW, Apple schools the mkt experts"" {link}",Apple,1,"['one', 'inyourface', 'ex', 'stealing', 'show', 'yr', 'rt', 'mention', 'sxsw', 'apple', 'school', 'mkt', 'expert', 'link']",1,1,1,22,6
Get to the nav schemes I am done with the iPad shape lesson #sxsw,iPad,0,"['get', 'nav', 'scheme', 'done', 'ipad', 'shape', 'lesson', 'sxsw']",1,0,0,14,0
loving the new iphone #app suggestions coming from @mention #SXSW,iPad or iPhone App,1,"['loving', 'new', 'iphone', 'app', 'suggestion', 'coming', 'mention', 'sxsw']",2,1,0,10,0
OMG. Table next to us is passing around the iPad 2. #hipstermuch #SXSW,iPad,1,"['omg', 'table', 'next', 'u', 'passing', 'around', 'ipad', '2', 'hipstermuch', 'sxsw']",2,0,0,13,2
"The Future of Google mapped out at #SXSW, Kia recalls 70,000 #Optimas and more Top Advertising News {link}",Google,0,"['future', 'google', 'mapped', 'sxsw', 'kia', 'recall', '70000', 'optimas', 'top', 'advertising', 'news', 'link']",2,0,1,18,2
tim get me one! RT @mention Apple employees just showed up in force to the #SXSW PopUp Apple Store. #iPad2,iPad,1,"['tim', 'get', 'one', 'rt', 'mention', 'apple', 'employee', 'showed', 'force', 'sxsw', 'popup', 'apple', 'store', 'ipad2']",2,1,0,20,2
"hehe apple opens a temporary apple retail store in austin, just for the ipad2 launch for all the #sxsw geeks {link}",iPad,0,"['hehe', 'apple', 'open', 'temporary', 'apple', 'retail', 'store', 'austin', 'ipad2', 'launch', 'sxsw', 'geek', 'link']",1,0,1,21,1
Every game or app ad in the #SXSW Interactive guide shows either an iPhone or iPad. AT&T & SXSW's two promos show WP7 & Android.,iPad,0,"['every', 'game', 'app', 'ad', 'sxsw', 'interactive', 'guide', 'show', 'either', 'iphone', 'ipad', 'att', 'sxsws', 'two', 'promos', 'show', 'wp7', 'android']",1,0,0,23,6
Buy online or wait in line? RT@mention Apple Sets Up Temporary Store for #SXSW {link},Apple,0,"['buy', 'online', 'wait', 'line', 'rtmention', 'apple', 'set', 'temporary', 'store', 'sxsw', 'link']",1,1,1,15,1
The Google party line starts behind me. Ha! The Germ has put her towel down early... #sxsw,Google,1,"['google', 'party', 'line', 'start', 'behind', 'ha', 'germ', 'put', 'towel', 'early', 'sxsw']",1,0,0,17,5
"1/4 of the people in line for the iP*d 2 #SXSW (@mention Apple Store, SXSW) {link}",Apple,0,"['14', 'people', 'line', 'ipd', '2', 'sxsw', 'mention', 'apple', 'store', 'sxsw', 'link']",1,1,1,16,5
Looks like pop up Apple store is opening...apple store employees emerging into the queue #sxsw,Apple,0,"['look', 'like', 'pop', 'apple', 'store', 'openingapple', 'store', 'employee', 'emerging', 'queue', 'sxsw']",1,0,0,15,3
